x,age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
8933,22,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
8934,76,Self-emp-not-inc,7th-8th,Married-civ-spouse,Husband,White,Male,10,<=50K
8935,24,Private,Some-college,Never-married,Not-in-family,Black,Male,40,<=50K
8936,54,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
8937,30,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
8938,33,Private,Some-college,Married-civ-spouse,Husband,White,Male,58,<=50K
8939,30,Private,Some-college,Divorced,Not-in-family,White,Male,50,<=50K
8940,40,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
8941,27,?,Some-college,Divorced,Not-in-family,White,Male,30,<=50K
8942,49,Private,Assoc-voc,Divorced,Unmarried,White,Female,40,<=50K
8943,30,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
8944,22,Private,HS-grad,Never-married,Not-in-family,Other,Female,40,<=50K
8945,19,Private,HS-grad,Married-civ-spouse,Husband,White,Male,58,<=50K
8946,46,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
8947,51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
8948,56,Private,7th-8th,Widowed,Unmarried,Other,Female,40,<=50K
8949,53,Private,Some-college,Widowed,Not-in-family,White,Female,40,<=50K
8950,60,?,Assoc-voc,Widowed,Not-in-family,White,Female,40,<=50K
8951,27,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
8952,46,Private,Some-college,Never-married,Unmarried,White,Female,45,<=50K
8953,37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
8954,41,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,30,<=50K
8955,65,?,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
8956,30,Self-emp-not-inc,Some-college,Married-civ-spouse,Wife,White,Female,55,>50K
8957,57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,72,<=50K
8958,44,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
8959,32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
8960,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
8961,57,Local-gov,Some-college,Widowed,Unmarried,White,Female,40,<=50K
8962,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,30,<=50K
8963,32,Private,Prof-school,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,50,>50K
8964,90,?,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
8965,22,Private,Bachelors,Never-married,Not-in-family,White,Female,30,<=50K
8966,39,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
8967,43,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,48,>50K
8968,38,Local-gov,Bachelors,Married-civ-spouse,Husband,Black,Male,50,>50K
8969,61,Private,9th,Divorced,Not-in-family,White,Male,25,<=50K
8970,24,Private,Some-college,Never-married,Own-child,White,Male,43,<=50K
8971,25,Private,Some-college,Never-married,Not-in-family,White,Male,45,<=50K
8972,44,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
8973,55,Local-gov,HS-grad,Divorced,Not-in-family,White,Female,40,>50K
8974,90,Private,Bachelors,Married-civ-spouse,Husband,White,Male,15,>50K
8975,30,Private,HS-grad,Divorced,Unmarried,White,Female,35,<=50K
8976,44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
8977,36,Private,10th,Divorced,Other-relative,Black,Male,40,<=50K
8978,63,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
8979,60,Private,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
8980,34,Self-emp-not-inc,Prof-school,Never-married,Not-in-family,White,Female,60,>50K
8981,49,Self-emp-not-inc,11th,Married-civ-spouse,Husband,White,Male,65,<=50K
8982,47,Private,Masters,Married-civ-spouse,Husband,White,Male,65,>50K
8983,42,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,43,>50K
8984,53,Private,5th-6th,Married-civ-spouse,Husband,White,Male,45,<=50K
8985,23,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
8986,28,?,Assoc-voc,Separated,Unmarried,White,Female,40,<=50K
8987,20,Private,Some-college,Married-civ-spouse,Husband,Black,Male,35,<=50K
8988,43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
8989,32,Private,Prof-school,Married-civ-spouse,Husband,White,Male,60,>50K
8990,43,Private,Bachelors,Divorced,Unmarried,White,Male,44,>50K
8991,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
8992,29,?,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
8993,24,Private,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,20,<=50K
8994,39,Private,Assoc-voc,Separated,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
8995,29,Private,Some-college,Married-civ-spouse,Husband,Black,Male,40,>50K
8996,20,Private,5th-6th,Never-married,Not-in-family,White,Male,25,<=50K
8997,23,?,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
8998,42,Private,11th,Separated,Unmarried,White,Female,38,<=50K
8999,53,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9000,20,Private,HS-grad,Married-civ-spouse,Husband,White,Male,48,<=50K
9001,58,Self-emp-not-inc,1st-4th,Married-civ-spouse,Husband,White,Male,18,<=50K
9002,51,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
9003,25,Private,HS-grad,Never-married,Not-in-family,White,Male,48,<=50K
9004,38,Private,Assoc-acdm,Never-married,Unmarried,White,Female,36,<=50K
9005,41,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9006,58,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9007,25,Private,10th,Never-married,Not-in-family,White,Male,40,<=50K
9008,50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9009,32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
9010,31,Self-emp-inc,Doctorate,Never-married,Own-child,White,Male,40,<=50K
9011,22,Private,Some-college,Never-married,Own-child,White,Female,20,<=50K
9012,37,Private,HS-grad,Divorced,Other-relative,White,Male,40,<=50K
9013,32,Private,Some-college,Never-married,Other-relative,White,Female,40,<=50K
9014,46,State-gov,Prof-school,Never-married,Not-in-family,White,Female,55,>50K
9015,62,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9016,40,Local-gov,HS-grad,Married-civ-spouse,Husband,Other,Male,40,<=50K
9017,56,Private,Bachelors,Married-civ-spouse,Husband,Black,Male,45,>50K
9018,37,Private,Some-college,Divorced,Not-in-family,Asian-Pac-Islander,Female,40,>50K
9019,41,Private,1st-4th,Married-spouse-absent,Unmarried,White,Male,40,<=50K
9020,56,Private,7th-8th,Married-civ-spouse,Husband,White,Male,48,<=50K
9021,20,Private,Some-college,Never-married,Not-in-family,White,Male,30,<=50K
9022,34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
9023,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
9024,30,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9025,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
9026,27,Private,11th,Married-civ-spouse,Husband,White,Male,42,<=50K
9027,38,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
9028,39,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
9029,57,?,Bachelors,Married-civ-spouse,Husband,White,Male,8,<=50K
9030,47,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
9031,77,?,HS-grad,Married-civ-spouse,Husband,White,Male,15,<=50K
9032,43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9033,46,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,65,<=50K
9034,41,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9035,20,Private,HS-grad,Never-married,Not-in-family,White,Female,30,<=50K
9036,30,State-gov,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
9037,30,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,25,<=50K
9038,22,Private,Some-college,Never-married,Own-child,White,Male,35,<=50K
9039,25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,44,>50K
9040,18,Private,HS-grad,Never-married,Own-child,White,Female,22,<=50K
9041,28,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
9042,50,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9043,28,Private,HS-grad,Never-married,Not-in-family,Black,Female,48,<=50K
9044,21,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
9045,37,Private,Assoc-voc,Divorced,Own-child,White,Male,40,<=50K
9046,28,Federal-gov,Bachelors,Never-married,Own-child,Black,Female,40,<=50K
9047,23,Private,5th-6th,Married-civ-spouse,Husband,White,Male,35,<=50K
9048,32,Private,Assoc-voc,Never-married,Not-in-family,Black,Female,35,<=50K
9049,27,Private,12th,Never-married,Own-child,White,Male,50,<=50K
9050,55,Private,HS-grad,Divorced,Unmarried,Black,Female,40,<=50K
9051,44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9052,25,Private,Bachelors,Never-married,Own-child,White,Male,40,<=50K
9053,29,Private,HS-grad,Divorced,Unmarried,White,Female,32,<=50K
9054,50,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Female,55,<=50K
9055,18,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
9056,74,Private,Bachelors,Widowed,Not-in-family,White,Female,8,<=50K
9057,22,Private,9th,Never-married,Not-in-family,White,Male,40,<=50K
9058,27,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
9059,27,State-gov,Some-college,Never-married,Own-child,White,Female,80,<=50K
9060,41,Private,Prof-school,Married-civ-spouse,Husband,White,Male,50,>50K
9061,24,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9062,23,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
9063,34,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,60,>50K
9064,46,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9065,32,Private,Prof-school,Never-married,Not-in-family,White,Male,60,<=50K
9066,41,Private,HS-grad,Married-civ-spouse,Husband,Other,Male,40,<=50K
9067,29,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
9068,48,Private,9th,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,45,<=50K
9069,51,Private,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
9070,34,State-gov,12th,Never-married,Not-in-family,Black,Female,40,<=50K
9071,58,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
9072,52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9073,37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,Other,Male,50,>50K
9074,53,Private,Some-college,Separated,Not-in-family,White,Female,40,<=50K
9075,54,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,20,<=50K
9076,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
9077,25,Private,Assoc-voc,Never-married,Own-child,White,Female,60,<=50K
9078,20,Private,Some-college,Never-married,Own-child,White,Female,48,<=50K
9079,23,Private,Assoc-acdm,Never-married,Not-in-family,White,Male,40,<=50K
9080,39,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
9081,20,Self-emp-not-inc,10th,Never-married,Own-child,White,Male,40,<=50K
9082,28,Private,Assoc-voc,Never-married,Other-relative,Black,Male,40,<=50K
9083,73,State-gov,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
9084,67,Private,HS-grad,Married-civ-spouse,Husband,White,Male,24,<=50K
9085,56,Private,Bachelors,Divorced,Not-in-family,White,Male,45,>50K
9086,32,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
9087,42,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
9088,33,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
9089,37,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
9090,33,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
9091,31,Private,10th,Never-married,Unmarried,White,Female,40,<=50K
9092,59,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
9093,21,Private,HS-grad,Never-married,Unmarried,White,Male,40,<=50K
9094,58,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
9095,24,Local-gov,10th,Never-married,Not-in-family,White,Male,40,<=50K
9096,26,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
9097,26,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
9098,33,Local-gov,Masters,Never-married,Not-in-family,White,Female,40,<=50K
9099,25,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
9100,21,Private,10th,Married-civ-spouse,Husband,White,Male,50,<=50K
9101,24,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
9102,39,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Wife,White,Female,40,>50K
9103,68,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
9104,66,Self-emp-not-inc,Some-college,Never-married,Not-in-family,White,Female,20,<=50K
9105,38,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
9106,41,Private,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
9107,71,?,7th-8th,Widowed,Other-relative,White,Female,16,<=50K
9108,37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9109,54,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
9110,27,State-gov,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
9111,49,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
9112,19,State-gov,Some-college,Never-married,Own-child,White,Male,10,<=50K
9113,25,Private,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
9114,47,Federal-gov,Some-college,Married-civ-spouse,Husband,Black,Male,40,>50K
9115,40,Private,Some-college,Married-civ-spouse,Other-relative,White,Male,40,<=50K
9116,38,Private,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
9117,25,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
9118,25,Private,Some-college,Never-married,Own-child,White,Female,50,<=50K
9119,23,Private,10th,Never-married,Other-relative,Other,Male,40,<=50K
9120,28,Private,Masters,Divorced,Own-child,White,Female,40,<=50K
9121,29,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Male,40,<=50K
9122,32,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
9123,34,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
9124,52,Private,Bachelors,Married-civ-spouse,Husband,Black,Male,40,>50K
9125,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,94,<=50K
9126,19,Private,Some-college,Never-married,Own-child,White,Male,35,<=50K
9127,68,Private,Doctorate,Married-civ-spouse,Husband,White,Male,55,>50K
9128,41,Private,10th,Never-married,Unmarried,White,Male,50,<=50K
9129,18,Self-emp-inc,HS-grad,Never-married,Unmarried,Asian-Pac-Islander,Female,30,<=50K
9130,29,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9131,40,Private,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
9132,51,Self-emp-not-inc,Masters,Divorced,Unmarried,White,Male,60,>50K
9133,49,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
9134,20,State-gov,Some-college,Never-married,Own-child,White,Female,20,<=50K
9135,38,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
9136,57,Private,5th-6th,Never-married,Not-in-family,White,Male,40,<=50K
9137,35,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
9138,66,Private,11th,Married-civ-spouse,Husband,White,Male,26,<=50K
9139,27,?,Bachelors,Married-civ-spouse,Husband,White,Male,15,<=50K
9140,25,Private,Assoc-voc,Never-married,Not-in-family,White,Female,40,<=50K
9141,77,?,Masters,Married-civ-spouse,Husband,White,Male,6,>50K
9142,19,?,10th,Never-married,Unmarried,White,Female,35,<=50K
9143,70,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9144,59,Self-emp-not-inc,7th-8th,Married-civ-spouse,Husband,White,Male,48,<=50K
9145,25,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
9146,44,Local-gov,Prof-school,Never-married,Not-in-family,White,Male,40,>50K
9147,37,Private,Masters,Married-civ-spouse,Husband,White,Male,55,>50K
9148,75,?,10th,Widowed,Other-relative,Asian-Pac-Islander,Female,1,<=50K
9149,21,?,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
9150,21,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
9151,47,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9152,20,Private,HS-grad,Never-married,Not-in-family,Black,Female,30,<=50K
9153,32,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9154,28,Private,HS-grad,Never-married,Unmarried,White,Female,20,<=50K
9155,53,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
9156,19,?,HS-grad,Never-married,Not-in-family,Other,Male,30,<=50K
9157,58,Private,Some-college,Married-civ-spouse,Wife,White,Female,36,<=50K
9158,22,Private,HS-grad,Never-married,Not-in-family,White,Female,30,<=50K
9159,23,Private,11th,Married-civ-spouse,Husband,White,Male,55,<=50K
9160,21,Private,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
9161,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
9162,39,Private,Some-college,Married-civ-spouse,Wife,White,Female,15,<=50K
9163,34,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
9164,41,Local-gov,Masters,Never-married,Not-in-family,White,Female,40,<=50K
9165,72,Private,Bachelors,Married-civ-spouse,Husband,White,Male,6,<=50K
9166,34,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
9167,51,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9168,32,Self-emp-not-inc,Assoc-voc,Never-married,Not-in-family,White,Male,40,<=50K
9169,38,Private,Some-college,Widowed,Not-in-family,White,Female,40,>50K
9170,37,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
9171,21,?,Some-college,Never-married,Own-child,Black,Male,20,<=50K
9172,21,Private,Some-college,Never-married,Own-child,White,Female,10,<=50K
9173,26,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
9174,34,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9175,18,Private,Some-college,Never-married,Own-child,White,Female,15,<=50K
9176,27,Private,11th,Never-married,Unmarried,White,Female,45,<=50K
9177,20,Private,Some-college,Never-married,Own-child,White,Female,38,<=50K
9178,36,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
9179,31,?,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
9180,32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
9181,54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,44,>50K
9182,34,Local-gov,Masters,Widowed,Not-in-family,White,Female,40,<=50K
9183,46,Private,Some-college,Married-civ-spouse,Husband,White,Male,48,>50K
9184,33,Private,11th,Separated,Other-relative,White,Male,30,<=50K
9185,32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
9186,42,Private,Assoc-voc,Never-married,Not-in-family,White,Male,40,<=50K
9187,30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
9188,37,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9189,28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9190,25,Private,Bachelors,Never-married,Not-in-family,White,Male,35,<=50K
9191,44,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9192,40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9193,36,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
9194,21,Private,Some-college,Never-married,Unmarried,White,Male,40,<=50K
9195,39,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,50,>50K
9196,24,Private,Bachelors,Never-married,Not-in-family,White,Male,39,<=50K
9197,46,Private,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K
9198,47,?,Bachelors,Married-civ-spouse,Husband,White,Male,36,>50K
9199,47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9200,35,Private,Prof-school,Married-civ-spouse,Husband,White,Male,75,>50K
9201,60,Self-emp-not-inc,7th-8th,Married-civ-spouse,Husband,White,Male,40,>50K
9202,35,Private,Bachelors,Married-civ-spouse,Wife,White,Female,24,<=50K
9203,33,Private,HS-grad,Separated,Unmarried,White,Female,40,<=50K
9204,21,Private,Assoc-acdm,Never-married,Not-in-family,White,Female,40,<=50K
9205,37,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
9206,48,Federal-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,50,>50K
9207,58,Private,7th-8th,Widowed,Other-relative,White,Female,45,<=50K
9208,21,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
9209,22,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
9210,22,Private,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
9211,28,Self-emp-not-inc,Masters,Married-civ-spouse,Wife,White,Female,30,>50K
9212,33,?,Assoc-voc,Married-civ-spouse,Own-child,White,Female,50,>50K
9213,23,Federal-gov,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
9214,58,State-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,40,>50K
9215,24,?,Bachelors,Never-married,Own-child,White,Male,40,<=50K
9216,38,Local-gov,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
9217,49,Private,HS-grad,Married-civ-spouse,Husband,White,Male,15,<=50K
9218,47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
9219,50,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9220,21,Private,HS-grad,Never-married,Unmarried,White,Female,55,<=50K
9221,55,Private,HS-grad,Separated,Not-in-family,White,Female,40,<=50K
9222,47,Private,11th,Divorced,Not-in-family,White,Male,40,<=50K
9223,19,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
9224,47,Private,HS-grad,Never-married,Other-relative,White,Male,50,<=50K
9225,36,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
9226,28,Local-gov,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
9227,42,Private,HS-grad,Widowed,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K
9228,41,Private,Masters,Never-married,Not-in-family,White,Female,35,>50K
9229,46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9230,32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
9231,34,Private,10th,Never-married,Unmarried,Black,Female,40,<=50K
9232,33,Private,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
9233,60,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9234,53,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9235,24,Private,Bachelors,Never-married,Not-in-family,White,Female,50,<=50K
9236,39,Federal-gov,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
9237,23,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
9238,50,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
9239,36,Local-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
9240,19,Private,12th,Separated,Own-child,White,Female,40,<=50K
9241,26,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
9242,38,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,>50K
9243,41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
9244,22,Private,Some-college,Never-married,Other-relative,White,Female,18,<=50K
9245,38,Private,Assoc-acdm,Never-married,Not-in-family,Black,Female,50,>50K
9246,72,?,Some-college,Married-civ-spouse,Husband,White,Male,30,>50K
9247,39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9248,35,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9249,38,Local-gov,Some-college,Divorced,Unmarried,Black,Female,45,<=50K
9250,19,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,16,<=50K
9251,26,Private,HS-grad,Never-married,Own-child,White,Male,45,<=50K
9252,52,Private,Bachelors,Divorced,Unmarried,White,Male,25,<=50K
9253,41,Private,5th-6th,Married-civ-spouse,Husband,Other,Male,40,<=50K
9254,45,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
9255,58,Federal-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9256,34,Private,Bachelors,Never-married,Not-in-family,White,Male,45,<=50K
9257,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9258,19,Without-pay,HS-grad,Never-married,Own-child,White,Male,20,<=50K
9259,26,State-gov,11th,Divorced,Unmarried,White,Female,40,<=50K
9260,60,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
9261,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
9262,39,Private,10th,Divorced,Not-in-family,White,Female,60,<=50K
9263,27,Private,HS-grad,Separated,Unmarried,White,Female,40,<=50K
9264,26,Federal-gov,Masters,Never-married,Not-in-family,White,Male,40,<=50K
9265,17,Private,12th,Never-married,Own-child,White,Male,12,<=50K
9266,59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
9267,53,Local-gov,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,48,<=50K
9268,35,Private,11th,Divorced,Not-in-family,White,Male,40,<=50K
9269,34,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
9270,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
9271,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9272,21,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
9273,29,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
9274,35,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
9275,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
9276,22,Private,Some-college,Never-married,Not-in-family,White,Male,10,<=50K
9277,50,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,50,<=50K
9278,24,Federal-gov,Bachelors,Never-married,Not-in-family,Other,Female,40,<=50K
9279,36,Private,Bachelors,Divorced,Not-in-family,White,Female,40,<=50K
9280,31,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
9281,42,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
9282,38,Private,7th-8th,Divorced,Unmarried,White,Female,40,<=50K
9283,52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
9284,46,Private,10th,Divorced,Not-in-family,White,Male,40,<=50K
9285,23,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
