age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
42,Private,Masters,Never-married,Not-in-family,White,Female,50,>50K
26,Private,Assoc-voc,Never-married,Own-child,White,Male,40,<=50K
17,Private,12th,Never-married,Own-child,White,Male,20,<=50K
42,Local-gov,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
32,Private,Some-college,Never-married,Own-child,Black,Female,40,<=50K
29,Private,11th,Never-married,Own-child,Black,Male,40,<=50K
46,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,37,<=50K
29,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
22,Private,Bachelors,Never-married,Unmarried,White,Male,20,<=50K
58,Self-emp-not-inc,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Unmarried,White,Male,50,<=50K
39,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
27,Private,Assoc-voc,Never-married,Own-child,White,Male,38,<=50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
33,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
46,Federal-gov,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
37,Private,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
36,Private,HS-grad,Never-married,Not-in-family,White,Female,18,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Wife,White,Female,38,>50K
34,Local-gov,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
53,Self-emp-inc,Doctorate,Married-civ-spouse,Husband,White,Male,70,>50K
51,Private,Bachelors,Never-married,Not-in-family,White,Male,55,>50K
32,Private,10th,Separated,Unmarried,White,Female,42,<=50K
31,State-gov,Some-college,Married-spouse-absent,Other-relative,White,Male,40,<=50K
22,Private,Some-college,Married-civ-spouse,Wife,White,Female,30,<=50K
47,Self-emp-not-inc,Bachelors,Divorced,Not-in-family,White,Female,50,<=50K
32,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
26,Private,Some-college,Never-married,Not-in-family,White,Female,38,<=50K
37,Private,5th-6th,Separated,Not-in-family,White,Male,32,<=50K
31,Private,HS-grad,Divorced,Unmarried,White,Male,55,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Wife,White,Female,24,>50K
55,Private,HS-grad,Never-married,Not-in-family,White,Male,38,<=50K
23,Local-gov,Assoc-voc,Divorced,Not-in-family,White,Male,56,<=50K
36,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
34,Private,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
54,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
43,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
28,Private,Assoc-voc,Never-married,Not-in-family,White,Female,42,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
40,Private,Bachelors,Never-married,Not-in-family,Other,Female,55,>50K
42,Private,Some-college,Divorced,Not-in-family,Black,Female,38,<=50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
18,Private,12th,Never-married,Own-child,White,Male,30,<=50K
48,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
60,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
22,Private,Some-college,Never-married,Other-relative,Black,Male,20,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Private,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
46,Private,Masters,Never-married,Not-in-family,White,Male,35,>50K
43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
43,Private,Assoc-acdm,Divorced,Not-in-family,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Own-child,Black,Male,30,<=50K
68,Self-emp-not-inc,11th,Never-married,Unmarried,White,Male,20,<=50K
31,Private,HS-grad,Divorced,Unmarried,White,Female,38,<=50K
17,Private,11th,Never-married,Own-child,White,Female,20,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
33,Private,Bachelors,Married-civ-spouse,Husband,White,Male,47,>50K
64,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
20,Private,HS-grad,Never-married,Own-child,White,Male,30,<=50K
30,Private,HS-grad,Separated,Own-child,White,Female,36,<=50K
43,Private,Some-college,Divorced,Not-in-family,White,Male,45,<=50K
22,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
17,Private,10th,Never-married,Own-child,White,Male,20,<=50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,75,<=50K
41,Private,Assoc-voc,Never-married,Not-in-family,White,Female,60,<=50K
56,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
64,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
48,Private,Assoc-voc,Never-married,Unmarried,White,Male,40,<=50K
31,Private,Masters,Never-married,Not-in-family,White,Female,46,<=50K
29,Private,Assoc-voc,Never-married,Own-child,White,Male,40,<=50K
30,Private,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
57,Private,HS-grad,Widowed,Unmarried,White,Male,42,>50K
62,Private,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
39,Private,HS-grad,Separated,Unmarried,White,Female,24,<=50K
43,Private,Some-college,Never-married,Not-in-family,White,Male,25,<=50K
24,Self-emp-inc,Bachelors,Never-married,Own-child,White,Male,40,<=50K
53,Private,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
26,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
73,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
41,Private,Bachelors,Divorced,Not-in-family,White,Female,50,>50K
24,Private,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
63,Private,HS-grad,Widowed,Not-in-family,White,Male,6,<=50K
17,Private,11th,Never-married,Own-child,White,Male,20,<=50K
35,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
62,Local-gov,Bachelors,Widowed,Not-in-family,White,Female,48,<=50K
55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
43,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
40,Local-gov,HS-grad,Divorced,Not-in-family,White,Female,50,<=50K
37,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
39,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Private,HS-grad,Never-married,Own-child,White,Male,18,<=50K
61,Private,Masters,Widowed,Not-in-family,White,Female,40,>50K
26,Private,Assoc-voc,Divorced,Not-in-family,White,Female,55,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
26,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
48,State-gov,Doctorate,Divorced,Own-child,White,Male,50,>50K
34,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
34,Local-gov,HS-grad,Never-married,Own-child,White,Female,40,<=50K
59,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
34,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
49,Private,Bachelors,Never-married,Not-in-family,White,Female,56,>50K
18,Private,11th,Never-married,Own-child,White,Female,20,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
48,Private,11th,Married-civ-spouse,Husband,White,Male,50,<=50K
28,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,70,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
24,Private,Some-college,Never-married,Not-in-family,White,Female,15,<=50K
21,Private,10th,Never-married,Not-in-family,White,Male,40,<=50K
17,Private,11th,Never-married,Own-child,White,Male,28,<=50K
39,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
29,Self-emp-not-inc,Bachelors,Separated,Own-child,White,Male,40,<=50K
44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
24,Private,Some-college,Never-married,Own-child,White,Male,50,<=50K
71,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
55,Private,5th-6th,Divorced,Unmarried,Black,Male,25,<=50K
41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
23,Private,HS-grad,Never-married,Unmarried,Black,Female,7,<=50K
38,Private,Assoc-voc,Divorced,Unmarried,White,Female,40,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
19,Private,HS-grad,Never-married,Not-in-family,White,Female,30,<=50K
49,Private,9th,Divorced,Not-in-family,White,Female,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Other-relative,White,Male,40,>50K
27,Private,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
33,Private,Some-college,Married-civ-spouse,Wife,White,Female,60,<=50K
23,Private,Bachelors,Never-married,Own-child,White,Male,28,<=50K
33,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
29,Private,Assoc-voc,Divorced,Not-in-family,White,Female,45,<=50K
35,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
28,Private,Assoc-voc,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,<=50K
37,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,65,>50K
40,Private,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
47,Private,Some-college,Divorced,Own-child,White,Male,55,<=50K
22,Private,Bachelors,Never-married,Own-child,White,Female,50,<=50K
30,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
63,Local-gov,7th-8th,Married-civ-spouse,Husband,White,Male,55,<=50K
51,Self-emp-not-inc,9th,Married-civ-spouse,Husband,White,Male,20,<=50K
22,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
35,Private,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
46,Private,HS-grad,Divorced,Not-in-family,White,Female,38,<=50K
37,Private,Some-college,Divorced,Not-in-family,White,Male,52,<=50K
24,Private,Bachelors,Never-married,Own-child,Black,Male,15,<=50K
37,Self-emp-not-inc,HS-grad,Divorced,Own-child,White,Male,10,<=50K
53,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
27,Private,HS-grad,Never-married,Not-in-family,White,Male,30,<=50K
38,Private,Some-college,Divorced,Not-in-family,White,Male,44,<=50K
53,Self-emp-not-inc,10th,Married-civ-spouse,Husband,White,Male,60,<=50K
34,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Own-child,Black,Male,40,<=50K
39,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
43,Private,Masters,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,50,<=50K
67,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
81,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
21,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
23,Private,Some-college,Never-married,Not-in-family,White,Male,25,<=50K
25,Private,Some-college,Never-married,Unmarried,White,Male,40,<=50K
42,Private,5th-6th,Married-civ-spouse,Wife,White,Female,38,<=50K
38,Private,Some-college,Married-civ-spouse,Wife,Black,Female,40,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,Private,Masters,Married-civ-spouse,Husband,White,Male,60,>50K
22,Private,Some-college,Never-married,Not-in-family,White,Female,42,<=50K
33,Private,1st-4th,Married-spouse-absent,Not-in-family,White,Female,40,<=50K
42,Private,HS-grad,Divorced,Not-in-family,White,Male,55,<=50K
51,Local-gov,Preschool,Married-civ-spouse,Husband,White,Male,40,<=50K
23,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
37,Private,11th,Married-civ-spouse,Husband,White,Male,44,>50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,99,>50K
47,Private,Masters,Never-married,Not-in-family,White,Female,25,<=50K
41,Private,Prof-school,Married-civ-spouse,Husband,White,Male,40,>50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
31,Private,Bachelors,Never-married,Not-in-family,White,Male,40,>50K
31,Private,Assoc-acdm,Divorced,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
38,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
18,Private,HS-grad,Never-married,Not-in-family,White,Female,45,<=50K
20,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
54,Local-gov,Some-college,Divorced,Unmarried,Black,Female,35,<=50K
40,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
36,Self-emp-inc,Bachelors,Married-civ-spouse,Wife,White,Female,45,>50K
43,Private,Some-college,Divorced,Unmarried,White,Male,35,<=50K
44,Self-emp-not-inc,Some-college,Divorced,Unmarried,White,Male,40,<=50K
44,State-gov,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
43,Private,Masters,Married-civ-spouse,Husband,White,Male,43,>50K
51,Private,7th-8th,Widowed,Unmarried,Black,Female,40,<=50K
18,Private,HS-grad,Never-married,Own-child,White,Female,20,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
41,Private,10th,Married-civ-spouse,Husband,White,Male,30,<=50K
44,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,70,>50K
33,Local-gov,10th,Divorced,Not-in-family,White,Male,40,<=50K
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
25,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
32,Private,HS-grad,Divorced,Not-in-family,White,Female,38,<=50K
32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,70,<=50K
36,Private,10th,Divorced,Unmarried,White,Female,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Own-child,White,Female,20,<=50K
35,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
48,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,>50K
28,Private,Bachelors,Never-married,Not-in-family,White,Female,35,<=50K
67,Private,Bachelors,Widowed,Not-in-family,White,Male,40,>50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Private,HS-grad,Never-married,Unmarried,White,Male,70,<=50K
25,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
21,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
40,State-gov,Masters,Married-civ-spouse,Husband,White,Male,35,>50K
78,Private,HS-grad,Widowed,Not-in-family,Black,Female,40,<=50K
34,Private,HS-grad,Divorced,Own-child,White,Male,40,<=50K
49,Private,HS-grad,Never-married,Not-in-family,White,Female,44,<=50K
22,Private,Assoc-acdm,Never-married,Not-in-family,White,Female,40,<=50K
60,Self-emp-not-inc,HS-grad,Never-married,Unmarried,White,Male,42,<=50K
45,Local-gov,HS-grad,Widowed,Not-in-family,White,Male,40,>50K
63,Private,Assoc-voc,Divorced,Not-in-family,White,Female,20,<=50K
41,Private,HS-grad,Never-married,Own-child,Black,Female,35,<=50K
47,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
44,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
51,Private,Some-college,Widowed,Not-in-family,White,Female,40,<=50K
46,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
41,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
35,Private,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
56,Private,HS-grad,Married-civ-spouse,Husband,White,Male,55,>50K
45,Private,Masters,Divorced,Not-in-family,White,Male,45,<=50K
48,Federal-gov,Bachelors,Divorced,Unmarried,White,Male,58,>50K
40,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
20,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
50,Private,Doctorate,Married-civ-spouse,Husband,White,Male,65,>50K
38,State-gov,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
23,Local-gov,Bachelors,Never-married,Own-child,White,Female,60,<=50K
31,Private,HS-grad,Never-married,Own-child,White,Male,16,<=50K
58,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
66,Private,HS-grad,Separated,Not-in-family,Black,Male,40,<=50K
39,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,52,>50K
26,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
51,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
34,Private,Assoc-voc,Never-married,Own-child,White,Male,40,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42,Private,Some-college,Married-civ-spouse,Husband,White,Male,44,>50K
38,Private,Masters,Married-civ-spouse,Husband,White,Male,25,<=50K
48,Private,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
33,Private,Assoc-voc,Married-civ-spouse,Wife,White,Female,40,>50K
51,Private,HS-grad,Widowed,Unmarried,White,Female,32,<=50K
22,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
41,Private,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
48,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,35,>50K
42,Private,HS-grad,Separated,Not-in-family,White,Female,30,<=50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
56,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
30,Private,Bachelors,Never-married,Not-in-family,Black,Male,45,<=50K
45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,55,>50K
48,Private,10th,Married-civ-spouse,Wife,White,Female,40,<=50K
48,Self-emp-inc,Masters,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Male,50,<=50K
31,Private,Assoc-voc,Never-married,Not-in-family,White,Female,40,<=50K
20,State-gov,Assoc-acdm,Never-married,Own-child,White,Male,20,<=50K
27,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
32,Private,HS-grad,Never-married,Not-in-family,Black,Female,40,<=50K
66,Self-emp-inc,9th,Married-civ-spouse,Husband,White,Male,1,<=50K
37,Private,HS-grad,Never-married,Not-in-family,White,Male,75,<=50K
34,Private,HS-grad,Divorced,Unmarried,Black,Female,30,<=50K
90,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
23,Private,Some-college,Never-married,Own-child,Black,Female,40,<=50K
43,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
24,Private,Some-college,Never-married,Not-in-family,White,Female,37,<=50K
28,Private,Prof-school,Divorced,Unmarried,White,Male,55,<=50K
23,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
20,Private,Some-college,Never-married,Not-in-family,White,Female,50,<=50K
36,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
30,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,55,>50K
38,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Self-emp-not-inc,12th,Married-civ-spouse,Husband,White,Male,75,<=50K
41,Private,Assoc-voc,Divorced,Not-in-family,White,Female,40,<=50K
49,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,47,>50K
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,32,<=50K
34,Private,Assoc-acdm,Separated,Unmarried,White,Female,40,<=50K
49,Private,Some-college,Married-civ-spouse,Husband,White,Male,80,>50K
38,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
35,Private,Prof-school,Married-civ-spouse,Husband,White,Male,80,>50K
36,Private,12th,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
36,Private,Assoc-acdm,Divorced,Not-in-family,White,Female,60,<=50K
22,Local-gov,Bachelors,Never-married,Own-child,White,Female,20,<=50K
38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
48,State-gov,Doctorate,Married-civ-spouse,Wife,White,Female,46,>50K
17,Private,11th,Never-married,Own-child,White,Male,15,<=50K
19,Self-emp-not-inc,Some-college,Never-married,Own-child,White,Male,20,<=50K
27,Private,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
22,Private,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Male,50,<=50K
49,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43,State-gov,Assoc-voc,Married-civ-spouse,Wife,White,Female,40,>50K
43,Private,Bachelors,Separated,Unmarried,White,Female,40,<=50K
19,Local-gov,HS-grad,Divorced,Not-in-family,White,Female,35,<=50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
41,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Private,Bachelors,Never-married,Not-in-family,White,Male,35,<=50K
42,Private,Some-college,Married-civ-spouse,Husband,White,Male,52,>50K
38,Private,HS-grad,Divorced,Own-child,White,Male,28,<=50K
41,Federal-gov,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
44,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,White,Male,50,>50K
31,Private,Doctorate,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Male,60,<=50K
34,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
21,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
22,Self-emp-not-inc,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Male,20,<=50K
62,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Self-emp-inc,HS-grad,Married-civ-spouse,Wife,White,Female,25,>50K
43,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
39,Self-emp-inc,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
41,Private,Bachelors,Married-civ-spouse,Husband,Black,Male,50,<=50K
34,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Wife,White,Female,25,>50K
34,Local-gov,HS-grad,Divorced,Unmarried,White,Female,33,<=50K
31,Private,Bachelors,Never-married,Not-in-family,White,Male,47,<=50K
29,Private,HS-grad,Never-married,Own-child,White,Male,25,<=50K
41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
41,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,55,<=50K
35,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
33,Private,Bachelors,Married-civ-spouse,Wife,White,Female,45,>50K
37,State-gov,Bachelors,Never-married,Not-in-family,White,Male,38,<=50K
69,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
34,Private,HS-grad,Divorced,Own-child,White,Female,40,<=50K
60,Self-emp-inc,Assoc-voc,Married-civ-spouse,Husband,White,Male,70,>50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
58,Local-gov,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
53,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
29,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
45,Federal-gov,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
34,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,38,<=50K
36,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
48,Private,Some-college,Divorced,Unmarried,Black,Female,35,<=50K
20,Private,Assoc-voc,Never-married,Own-child,White,Female,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
63,Federal-gov,HS-grad,Widowed,Not-in-family,Black,Male,40,<=50K
41,Self-emp-not-inc,Some-college,Divorced,Unmarried,White,Male,45,<=50K
28,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
30,Private,Some-college,Never-married,Not-in-family,Black,Female,40,<=50K
31,Private,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
37,Private,Assoc-voc,Never-married,Own-child,White,Female,38,<=50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
46,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
35,Federal-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,60,>50K
27,Private,HS-grad,Married-civ-spouse,Husband,White,Male,53,<=50K
41,Private,1st-4th,Married-civ-spouse,Husband,White,Male,35,<=50K
19,Private,Some-college,Never-married,Own-child,White,Female,20,<=50K
20,Private,Some-college,Never-married,Not-in-family,White,Male,45,<=50K
59,Federal-gov,HS-grad,Widowed,Unmarried,White,Female,40,<=50K
40,Private,Bachelors,Never-married,Not-in-family,White,Male,37,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
